Song Name,song Artist,Rank_class,URI,Source,Peak Rank_class,Previous Rank_class,Weeks on Chart_class,Streams_class,next rank_class,Top 10 Count_class,Top 100 Count_class,times popular_class,now popular,language
חולמת,Odeya,3,spotify:track:3N48942rc1DKId7vmDDcy0,Helicon Aroma Music Ltd.,3,2,1,3,3,1,1,1,1,0
בחיבק,תמר ריילי,3,spotify:track:0OIq7kRsGg7UkLKtO7Srqd,Designer's Acid under exclusive license to D-Music,3,3,1,3,3,2,1,2,1,0
פרפרים,Odeya,3,spotify:track:2OhunYlfKcvrwQBStJD5u8,Helicon Aroma Music Ltd.,3,2,1,3,3,1,1,1,0,0
מאחל לך טוב,Osher Cohen,3,spotify:track:2RNGK9C5zMQhKMTiPL5Q0T,Helicon Aroma Music Ltd. / P.A.I Ltd.,3,3,1,3,3,2,1,2,1,0
סיפורי צדיקים,"Odeya, Ben Zur",3,spotify:track:5wXHoXp3DCnzuqZOE6rY0a,Helicon Aroma / A List Music LTD under exclusive license to D-Music,3,2,1,3,3,1,1,1,1,0
אהובתי כבר לא רואה אותי,Omer Adam,3,spotify:track:2QkVXq7dLpefWAiETsvIOs,P.A.I LTD,3,3,1,3,3,3,1,3,1,0
תהום,Omer Adam,3,spotify:track:3pTsE064ZTJ1n8bP3VAm2c,P.A.I LTD,3,3,1,3,3,3,1,3,1,0
ה' יברך אותך,Osher Cohen,3,spotify:track:1946N277M0tygagJZxCP1f,Helicon Aroma Music Ltd. / P.A.I Ltd.,3,3,1,3,3,2,1,1,1,0
את לא יודעת כמה שאני אוהב אותך,Odeya,3,spotify:track:0sMyBmtyp4riKYNpDVNSH4,Helicon Aroma Music Ltd.,3,3,1,3,3,3,1,3,1,0
Die With A Smile,"Lady Gaga, Bruno Mars",3,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ,Interscope Records,3,3,1,3,3,3,2,3,1,1
טאטע תטהר - גרסה אקוסטית,"יאיר אלייצור, Ben Zur",3,spotify:track:5bFrsEk5efTVlOTwtLBLn2,A List Music LTD under exclusive license to D-Music,3,3,1,3,3,1,1,2,1,0
תמיד אוהב אותי,ששון איפרם שאולוב,3,spotify:track:3CZdlwKHGTvfveatbfKD3q,Mobile1 Music,3,2,1,3,3,3,2,3,1,0
החדר מסתובב,ששון איפרם שאולוב,3,spotify:track:3CZdlwKHGTvfveatbfKD3q,Mobile1 Music,3,2,1,3,3,1,1,1,1,0
התקדמתי ממך,"Itay Levi, ששון איפרם שאולוב",3,spotify:track:6svDE1ySQelKOFfW7kCn2B,Mobile1 Music,3,2,1,3,3,1,1,1,1,0
New Day Will Rise,Yuval Raphael,3,spotify:track:1H5GUNNCrurtyoOKbS2tT8,KAN Israeli Public Broadcasting Corporation / Keshet Broadcasting LTD. under exclusive license to D-Music,3,2,1,3,3,1,1,1,0,1
APT.,"ROSÉ, Bruno Mars",3,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,Atlantic Records,3,2,1,3,3,3,2,3,0,1
פסיכופט,עידו מלכה,3,spotify:track:0EMfLhcfPFWdVQBCE1YXB0,Mobile1 Music,3,2,1,3,3,1,1,1,0,0
טקילה,Omer Adam,3,spotify:track:5ppuL7dOIhd7td0YCJJuwf,P.A.I LTD,3,2,1,3,3,3,1,3,0,0
עברנו הכל,Omer Adam,3,spotify:track:4L5Uj4Dt6rjFL0H7hl2qHF,P.A.I LTD,3,2,1,3,3,3,2,3,0,0
גיטרה ולנשום,Osher Cohen,3,spotify:track:0FEmTSrI0M8nImeYOrCaPi,Helicon Aroma Music Ltd. / P.A.I Ltd.,3,2,1,3,3,1,1,1,0,0
לילות וקללות,Omer Adam,3,spotify:track:4dELL8S6XVMibwBkjJACF1,P.A.I LTD,3,2,1,3,3,3,3,3,0,0
נרקומן של בדידות,Omer Adam,3,spotify:track:37ZPaitKESRLXRkjrvJVTb,P.A.I LTD,3,2,1,3,3,3,1,3,0,0
Anxiety,Doechii,3,spotify:track:3LPLRNr58Z9Pn0clnEtkXb,Top Dawg Entertainment/Capitol Records,2,2,1,3,3,1,1,1,0,1
רק שלך,Omer Adam,3,spotify:track:4zXfQYhcSboWEOAwIQST9N,P.A.I LTD,3,2,1,3,3,3,3,3,0,0
אין אותי,"Osher Cohen, Noa Kirel",3,spotify:track:34KzX8fwFPLchmOvYBDap0,Helicon Aroma Music Ltd. / P.A.I Ltd.,3,2,1,3,3,3,3,3,0,0
מגדלים,"STILLA, Ness",3,spotify:track:5nYFRLTLrqiETyy6LUPfhQ,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,3,2,1,3,3,3,3,3,0,0
תן לי את האששש,Jasmin Moallem,3,spotify:track:2v8ZRDPqR7s7KDt1QQ57hx,Helicon Music,3,2,1,3,3,1,1,1,0,0
פלסטרים,Osher Cohen,3,spotify:track:6qB33ch9RK0aoMfxfnlXa1,Helicon Aroma Music Ltd. / P.A.I Ltd.,3,2,1,3,3,3,3,3,0,0
לא לפנות אליי,Nasrin Kadri,3,spotify:track:42jtELiUhOQ9hiWjPyV0ih,Helicon Aroma Music Ltd.,3,2,1,3,3,1,1,1,0,0
תסביכים קשים,שירז אברהם,3,spotify:track:1hLd6flq2cPLvH2Xraimbu,Mobile1 Music,3,2,1,2,3,1,2,1,0,0
רוז,Peer Tasi,3,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi LTD under exclusive license to D-Music,3,2,1,3,3,3,3,3,0,0
רשימת קניות,Peer Tasi,3,spotify:track:0Wr6wZgEP1npYg0vrsWPIZ,Peer Tasi LTD under exclusive license to D-Music,3,2,1,3,3,1,1,1,0,0
באמפרים,"STILLA, Ness",3,spotify:track:3FihyZ7YA7vrNiSUfWww10,2024 Va’ad Ha Bait records & Maman Productions by PIL ltd,3,2,1,2,3,3,3,3,0,0
עובד בכפר,Odeya,3,spotify:track:7dCPciHW5xuxB7G4i8G5AX,Helicon Aroma Music Ltd.,3,2,1,3,3,2,2,3,0,0
בן אדם,Odeya,3,spotify:track:5bmDwWuujqU0Of3fdwMzFJ,Helicon Aroma Music Ltd.,3,2,1,2,3,3,2,3,0,0
אבא,Ben Zur,3,spotify:track:3DTHsQnfuQVESYAYv0fybQ,A List Music LTD under exclusive list to D-Music,2,2,1,2,3,1,2,1,0,0
BIRDS OF A FEATHER,Billie Eilish,3,spotify:track:6dOtVTDdiauQNBQEDOtlAB,Darkroom/Interscope Records,3,2,1,2,3,1,3,1,0,1
לופ,Osher Cohen,3,spotify:track:1ChZJDdEU5tR4ZrLeuDh5u,Helicon Aroma Music Ltd. / P.A.I Ltd.,3,2,1,3,3,3,2,3,0,0
סופרמן,Idan Amedi,3,spotify:track:5dA83d8LVoTXIX035X2LqW,Helicon Aroma Music Ltd. / Snype Production Ltd.,3,2,1,3,3,1,1,2,0,0
שאנל אזולאי,Odeya,3,spotify:track:1I2O2LqFIUSndJW0NSUdfq,Helicon Aroma Music Ltd.,2,2,1,2,3,1,1,1,0,0
מה יהיה מחר,Peer Tasi,3,spotify:track:4DKH1iLhp007TVLURYtmeC,Peer Tasi LTD under exclusive license to D-Music,3,2,1,3,3,3,3,3,0,0
That’s So True,Gracie Abrams,3,spotify:track:7ne4VBA60CxGM75vw0EYad,"Gracie Abrams, under exclusive license to Interscope Records",2,2,1,2,3,1,2,1,0,1
Beautiful Things,Benson Boone,3,spotify:track:3xkHsmpQCBMytMJNiDf3Ii,"Night Street Records, Inc./Warner Records Inc.",3,2,1,2,3,3,3,3,0,1
אני חוזר,מ',3,spotify:track:0D9A15ZzO3VzLIYqOfm6QB,Ilay Eliyahu Mataraso under exclusive license to D-Music,3,2,1,2,3,1,3,2,0,0
בואי נדבר,ששון איפרם שאולוב,3,spotify:track:354YT2zYO1GpAmf10xXiZf,Mobile1 Music,3,2,1,2,3,3,3,3,0,0
גן עדן של משוגעים,ששון איפרם שאולוב,3,spotify:track:3pvBB4oPXTaHV403msHYF0,Mobile1 Music,3,2,1,2,3,3,3,3,0,0
דאמ,Jasmin Moallem,3,spotify:track:7AlqKFiOM5X7nJdtbwvsi6,Helicon Music,3,2,1,1,3,3,2,3,0,0
Messy,Lola Young,3,spotify:track:35ISBknsCeZQtq66xABI9g,Universal-Island Records Ltd.,2,2,1,2,3,1,1,1,0,1
Lose Control,Teddy Swims,3,spotify:track:17phhZDn6oGtzMe56NuWvj,Warner Records,3,2,1,1,3,1,3,1,0,1
Not Like Us,Kendrick Lamar,3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,"Kendrick Lamar, under exclusive license to Interscope Records",3,2,1,2,3,1,1,1,0,1
אוצר שלי,Osher Cohen,3,spotify:track:07Ee2kh7vMtMwZ39G4LbKX,Helicon Aroma Music Ltd. / P.A.I Ltd.,2,2,1,2,3,1,1,1,0,0
Show Me Love,"WizTheMc, bees & honey",3,spotify:track:5ITV0zqzjOYfFWpW0xBmRa,Bamboo Artists,1,3,1,1,3,1,1,1,0,1
WILDFLOWER,Billie Eilish,3,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,Darkroom/Interscope Records,2,2,1,1,3,1,2,1,0,1
מרכז תל אביב,Itay Levi,3,spotify:track:0tewqHTtZMfb7sPsqTyRVc,Mobile1 Music,2,2,1,1,3,1,1,1,0,0
יחפים,Jasmin Moallem,3,spotify:track:1lHlKCdVZ4CGbbkTuG6LfT,Helicon Music,3,2,3,1,3,1,3,1,0,0
גברת אגו,Omer Adam,3,spotify:track:0auLq7aePfiNwd1YZNlC4S,P.A.I LTD,3,2,1,1,3,1,1,1,0,0
שתי טיפות,Omer Adam,3,spotify:track:2LdUmQdymO99riYOVCrUPK,P.A.I LTD,2,2,1,2,3,1,1,1,0,0
DtMF,Bad Bunny,3,spotify:track:3sK8wGT43QFpWrvNQsrQya,Rimas Entertainment LLC.,2,2,1,1,3,1,1,1,0,1
luther (with sza),"Kendrick Lamar, SZA",3,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"pgLang, under exclusive license to Interscope Records",2,2,1,1,3,1,1,1,0,1
זזה עם הגוף,"LifeSwisa, RONNY",3,spotify:track:12ddpfSEpTUe2iixjUvLl6,7803903 Records DK2,2,2,1,2,3,1,1,1,0,0
צ'יק צ'ק,Static,3,spotify:track:78FrkrO3KgizjXDObyFvzW,Mobile1 Music,3,2,1,1,3,3,2,3,0,0
נתראה בגלגול הבא,Ravid Plotnik,3,spotify:track:1saT4tObMScARIwT4wTv0W,NaNa Disc,2,2,3,1,3,1,3,1,0,0
Espresso,Sabrina Carpenter,3,spotify:track:2HRqTpkrJO5ggZyyK6NPWz,Island Records,3,2,1,1,3,1,3,2,0,1
Abracadabra,Lady Gaga,3,spotify:track:2LHNTC9QZxsL3nWpt8iaSR,Interscope Records,2,2,1,1,3,1,1,1,0,1
EVIL J0RDAN,Playboi Carti,3,spotify:track:6iycYUk3oB0NPMdaDUrN1w,AWGE/Interscope Records,2,3,1,2,3,1,1,1,0,1
שווארמה ודמעה,Omer Adam,3,spotify:track:51XDPGyuq8EgHSXwKCn8CQ,P.A.I LTD,2,2,1,1,3,1,1,1,0,0
All The Stars (with SZA),"Kendrick Lamar, SZA",3,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,Black Panther (TDE/DMG) PS,3,2,1,1,3,1,1,1,0,1
אם אתה שלי,Odeya,3,spotify:track:2foTZaysNY65xcTXlQKxg4,Helicon Aroma Music Ltd.,3,2,1,1,3,1,3,2,0,0
למה את?,ילד.,3,spotify:track:6JnLTSjPA96Dgg9VCDRf1r,Universal Music Israel Distributed Labels,3,2,1,1,3,3,3,3,0,0
מערב ראשון,Itay Levi,3,spotify:track:0h8eZd7eqwZISaz9bkj1zV,Mobile1 Music,3,2,1,1,3,3,3,3,0,0
מנגן ושר,Osher Cohen,3,spotify:track:2yPnlfwQ1AmhHauqQWDlWZ,Helicon Aroma Music Ltd./ P.A.I Ltd.,3,2,1,1,3,3,3,3,0,0
היי בייב,Tuna,3,spotify:track:1D8HR389yohrWVZ1yHI2bc,NaNa Disc,3,2,3,1,3,1,3,1,0,0
צוחקת ובוכה,Eden Hason,3,spotify:track:2fewVF6oOGKux69rHGbPMq,Mobile1 Music,3,2,1,1,3,3,3,3,0,0
חולה ירח,Itay Levi,3,spotify:track:2eauhZzDelRWx1f3PmdaxU,Mobile1 Music,3,2,1,1,3,1,1,1,0,0
Timeless (feat Playboi Carti),"The Weeknd, Playboi Carti",3,spotify:track:0FIDCNYYjNvPVimz5icugS,XO / Republic Records,2,2,1,1,3,1,2,1,0,1
מלודי,Peer Tasi,3,spotify:track:0hdDyhwaJpNW5nsJC3qYPe,Peer Tasi LTD under exclusive license to D-Music,3,2,1,1,3,3,3,3,0,0
ראיתי עולם,"Omer Adam, ShrekDiMC",3,spotify:track:17Gbwxyhsj0dznw9DSruNC,P.A.I LTD,3,2,1,1,3,3,3,3,0,0
‏שלווה בארמונותייך,Ravid Plotnik,3,spotify:track:0PfvEnfj3hHl7zlc0WcfGY,NaNa Disc,2,2,2,1,3,1,3,1,0,0
שקיעות אדומות,Eden Hason,3,spotify:track:68kVzJf0STAv91tuLutuDr,Mobile1 Music,3,2,3,1,3,1,3,1,0,0
בני ברק או ערק,מ',3,spotify:track:2Nn5rAJpUi1AhPIubW6HU7,Ilay Eliyahu Mataraso under exclusive license to D-Music,2,2,1,1,3,1,2,1,0,0
מגנט,ששון איפרם שאולוב,3,spotify:track:4BnqGasQmJZsFDsrTymuth,Mobile1 Music,1,2,1,1,3,1,1,1,0,0
נחלת בנימין,Itay Levi,2,spotify:track:2H84mdRphvQn5QniG3v07a,Mobile1 Music,0,3,1,1,3,1,1,1,0,0
שבוע טוב,Avraham Tal,3,spotify:track:4Ow0gCGxYfOcyiCuZOt9mp,Digistage,2,1,3,1,3,1,1,1,0,0
סתלבט בקיבוץ,"Full Trunk, Jimbo J",3,spotify:track:2G1o9Mq8KpamOwJPZLuJc7,NaNa Disc,3,2,2,1,3,1,3,1,0,0
Sailor Song,Gigi Perez,3,spotify:track:2262bWmqomIaJXwCRHr13j,Gigi Perez PS/ Island,2,2,1,1,3,1,2,1,0,1
צמוד צמוד,"Omer Adam, Odeya, ShrekDiMC",3,spotify:track:1Jx6aZyJR985kw8CWUZ15O,P.A.I LTD / Helicon Aroma Music LTD,3,2,1,1,3,3,3,3,0,0
tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",3,spotify:track:0aB0v4027ukVziUGwVGYpG,"pgLang, under exclusive license to Interscope Records",2,2,1,1,3,1,1,1,0,1
סהרה - Live,"Tuna, Jasmin Moallem",3,spotify:track:7BcRDWY4VTCvRRHoobFWWo,NaNa Disc,3,2,2,1,3,1,1,1,0,1
אחת ממיליון,רון חיון,0,spotify:track:7kFo0ivGlvuzIWmODfmrjF,2025 Duda by PIL ltd,0,3,1,1,3,1,1,1,0,0
רוקנרול,Omer Adam,3,spotify:track:2tFX3wqEPyya8k2bS8pHqW,P.A.I LTD,2,2,1,1,3,1,1,1,0,0
הטוב הרע ועודיה,"Odeya, E-Z, LIAD MEIR",3,spotify:track:4N9Rl0PvEgfpRluDotwDL9,Helicon Aroma Music Ltd.,3,2,1,1,3,1,2,1,0,0
Yellow,Coldplay,2,spotify:track:3AJwUDP919kvQ9QcozQPxg,Parlophone UK,1,2,2,1,3,1,2,1,0,1
Viva La Vida,Coldplay,3,spotify:track:1mea3bSkSGXuIRvnydlB5b,Parlophone UK,2,2,2,1,3,1,2,1,0,1
משהו אמיתי בעיניים,ששון איפרם שאולוב,3,spotify:track:74kYHwU43s49Y5AukKArWQ,ללא,3,2,1,1,3,3,3,3,0,0
יפה כלבנה,Eviatar Banai,2,spotify:track:0f9vK5r3z8jgTX2PK4ZxPF,Hed Arzi Ltd.,0,1,2,1,3,1,1,1,0,0
הנך יפה,Ben Zur,2,spotify:track:0ksRRdaUbYkXgvDOwWCHLp,A List Music LTD under exclusive license to D-Music,1,2,1,1,3,1,1,1,0,0
יין ופסטה,Odeya,3,spotify:track:4XwsyrQZOC7YtrJad0Se0N,Helicon Aroma Music Ltd.,1,2,1,1,3,1,1,1,0,0
לשוב הביתה,Ishay Ribo,2,spotify:track:52n4gF126eIllrGuc9Zus6,2018 ISHAY RIBO LTD BY PIL LTD,3,1,3,1,3,1,2,1,0,0
טק טק,Ishay Ribo,2,spotify:track:52n4gF126eIllrGuc9Zus6,2018 ISHAY RIBO LTD BY PIL LTD,3,1,3,1,3,1,1,1,0,0
אהבה,Osher Cohen,3,spotify:track:34aKXUhVdHGTzWOt85RjGq,Helicon Aroma Music Ltd./ P.A.I Ltd.,3,2,1,1,3,3,3,3,0,0
אחרי כל השנים,Omer Adam,2,spotify:track:5aDaDlIrhFeXUPcBqxGisR,P.A.I LTD,2,2,2,1,3,1,3,1,0,0
משקה יקר,Peer Tasi,3,spotify:track:1A9o64PUc3sAJO6LceFK1K,Mobile1 Music,1,1,1,1,3,1,1,1,0,0
שתישרף האהבה,Itay Levi,3,spotify:track:3TtZlTHR3gT0WYzFTEoPsV,Mobile1 Music,2,2,1,1,3,1,1,1,0,0
Sports car,Tate McRae,2,spotify:track:5UJbgR4XF4y1DvbkxEqe8S,RCA Records Label,0,2,1,1,3,1,1,1,0,1
רוקד עם הכאב,Peer Tasi,3,spotify:track:4ra4WsUIRDxIQ6p0l5t276,Mobile1 Music,1,2,1,1,3,1,1,1,0,0
קפה וסיגריה,"Ravid Plotnik, ניר דנן",3,spotify:track:0WS3pHso7moPHG8W2pbqPB,NaNa Disc,1,1,2,1,3,1,1,1,0,0
Ordinary,Alex Warren,0,spotify:track:6qqrTXSdwiJaq8SO0X2lSe,Atlantic Records,0,3,1,1,3,1,1,1,0,1
Locked out of Heaven,Bruno Mars,2,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Atlantic Records,3,1,1,1,3,1,1,1,0,1
תוכו רצוף אהבה,Ishay Ribo,1,spotify:track:1QP8gp1xtid9iE9L7SzB8e,2014 Yshy Rivo By PIL LTD,2,3,2,1,3,1,1,1,0,0
Sweater Weather,The Neighbourhood,2,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,Columbia,2,1,3,1,3,1,3,1,0,1
רחוק מכולם,Omer Adam,2,spotify:track:1hTth4TFnHWYWiXglQ6bN2,P.A.I Ltd.,3,2,3,1,3,1,3,1,0,0
Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",3,spotify:track:1BJJbSX6muJVF2AK7uH1x4,Keinemusik,3,1,1,1,3,1,3,1,0,1
אייכה,Shuli Rand,1,spotify:track:0h9lqpfcS37U6zvDCKwQhX,NaNa Disc,1,1,1,1,3,1,1,1,0,0
Iris,The Goo Goo Dolls,2,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,Warner Records,1,2,1,1,3,1,1,1,0,1
עד מחר,Eviatar Banai,2,spotify:track:1ttOlVyZvmnozD2muIxulw,Hed Arzi Ltd.,2,1,3,1,3,1,1,1,0,0
דרך השלום,Peer Tasi,2,spotify:track:2rNoqRmOQfxAgJQQ0W70JH,Mobile1 Music,0,1,1,1,3,1,1,1,0,0
חלק מהזמן,Idan Amedi,2,spotify:track:3hay408PSjTAxPn5TPxzyh,A.M Music Productions LTD,2,2,3,1,3,1,1,1,0,0
בוקר טוב חיים שלי,Ravid Plotnik,2,spotify:track:4WbQaxKI0R0SmWNZvgUDNz,NaNa Disc,3,1,1,1,3,1,1,1,0,0
I Wanna Be Yours,Arctic Monkeys,2,spotify:track:5XeFesFbtLpXzIVDNQP22n,Domino Recording Co,2,1,2,1,3,1,3,1,0,1
Happiness,Arctic Monkeys,2,spotify:track:5XeFesFbtLpXzIVDNQP22n,Domino Recording Co,2,1,2,1,3,1,1,1,0,1
רוקד לי על העצב,Mor,0,spotify:track:5R2KoD3IlLRvCPHVhwdaEe,Mobile1 Music,0,0,1,1,3,1,1,1,0,0
חסר/ה לי ברמות,"בנאל בן ציון, שירז אברהם",0,spotify:track:6qi83Ret9Yok9PfZWzmdZk,Mobile1 Music,3,1,1,1,3,1,1,1,0,0
ככה וככה,Osher Cohen,3,spotify:track:3QCWA9RzAPb4Xw4BagADFq,Helicon Aroma Music Ltd./ P.A.I Ltd.,3,1,1,1,3,1,3,1,0,0
נר לכל לילה,Eyal Golan,0,spotify:track:1lMyhrAecYTqx4IIBTF9KD,Liam Productions under exclusive license to D-Music,0,0,1,1,3,1,1,1,0,0
DENIAL IS A RIVER,Doechii,3,spotify:track:1eTaznNW4Xxtx9za2SMTXB,Top Dawg Entertainment/Capitol Records,1,2,1,1,3,1,1,1,0,1
Another Love,Tom Odell,2,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,ITNO/Columbia,2,1,3,1,3,1,3,1,0,1
אם הייתי צריכה,Odeya,2,spotify:track:2h0SQB1VZGRwL5LmEbrurC,Helicon Aroma Music Ltd.,3,2,1,1,3,1,1,1,0,0
עד המדבר,"דיג'יי אונלי, Talisman, Omri Sabach",2,spotify:track:7jdvibTKMCbIP2B77ayD8Q,Mobile1 Music,2,0,2,1,2,1,1,1,0,0
שמש שזורחת עליי,Ravid Plotnik,1,spotify:track:5xzBjwCJLdIKtIXQZ06RXj,NaNa Disc,2,0,1,1,2,1,1,1,0,0
Every Breath You Take,The Police,2,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,Polydor Records,1,1,1,1,2,1,1,1,0,1
ככה זה (לאהוב אותך),Berry Sakharof,0,spotify:track:2eq2T5nu5NBvHYKzDatmt3,NaNa Disc,0,0,1,1,2,1,1,1,0,0
תתארו לכם,Shlomo Artzi,2,spotify:track:2gK92y6pVz6ygq8Fc7N2xL,Hed Arzi Ltd.,2,1,3,1,2,1,1,1,0,0
Too Sweet,Hozier,2,spotify:track:19XpFsce28aByvCC4g89tJ,Rubyworks / Universal-Island Records Ltd,2,1,1,1,2,1,3,1,0,1
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",2,spotify:track:22skzmqfdWrjJylampe0kt,Macklemore,0,1,1,1,2,1,1,1,0,1
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",2,spotify:track:5nPbKG04fhLkIAjcPFaZq7,Virgin,0,0,1,1,2,1,1,1,0,1
כל הזמן הזה,Ravid Plotnik,2,spotify:track:60GvepzSwgGx8kaZNln4L0,NaNa Disc,2,1,3,1,2,1,3,1,0,0
The Night We Met,Lord Huron,2,spotify:track:3hRV0jL3vUpRrcy398teAU,Play It Again Sam,1,1,1,1,2,1,3,1,0,1
מוזיקה טובה,Ravid Plotnik,2,spotify:track:06RR5ewHedBUC9GRgWLwkK,NaNa Disc,2,1,2,1,2,1,2,1,0,0
תקרא לי מאמי,Mor,2,spotify:track:1136mOn1aHIa1evNDoYRfo,Mobile1 Music,1,1,1,1,2,1,1,1,0,0
אין לי מקום אחר,Itay Levi,2,spotify:track:2CUwpTA4gOSouCTyRN1vnE,Mobile1 Music,3,1,1,1,2,1,1,1,0,0
A Sky Full of Stars,Coldplay,2,spotify:track:0FDzzruyVECATHXKHFs9eJ,Parlophone UK,1,1,1,1,2,1,1,1,0,1
מלא מלא,Coldplay,2,spotify:track:0FDzzruyVECATHXKHFs9eJ,Parlophone UK,1,1,1,1,2,1,1,1,0,0
את חסרה לי,Eden Hason,2,spotify:track:3RBpmZJ0YG9abVBXI2U1UO,Mobile1 Music,3,1,3,1,2,1,3,1,0,0
505,Arctic Monkeys,2,spotify:track:58ge6dfP91o9oXMzq3XkIS,Domino Recording Co,1,1,2,1,2,1,1,1,0,0
Bad Dreams,Teddy Swims,0,spotify:track:3BntzKsnLf2pc0dsvE3Zav,Warner Records,0,0,1,1,2,1,1,1,0,1
אוהבת אותי אמיתי,Omer Adam,2,spotify:track:4cZd8TSEowGRcDsmCvJEjU,P.A.I Ltd.,3,2,2,1,2,1,1,1,0,0
כוכבים,Shilo Ben Saadon,2,spotify:track:4EN9nGt9TWutt0iDTRnXjY,Or Mermelstein under exclusive license to D-Music,2,2,1,1,2,1,3,1,0,0
עושה לי צרות,Eden Hason,1,spotify:track:4I9NVCnjIRVriXfNE7VhE0,Mobile1 Music,3,1,2,1,2,1,3,1,0,0
וואלק,Full Trunk,0,spotify:track:3MU69FMOB5ddPCMSo1f0g7,NaNa Disc,1,3,1,1,2,1,1,1,0,0
RATHER LIE (with The Weeknd),"Playboi Carti, The Weeknd",3,spotify:track:68qeaZhtMZ6abrJCYt6nQn,AWGE/Interscope Records,1,3,1,1,2,1,1,1,0,1
יש בך הכל,Akiva,1,spotify:track:0tIQwXFOyQjd6K7w7PIBrn,2022 Akiva+Or D. BY PIL LTD,1,0,2,1,2,1,1,1,0,0
שתיתי,Akiva,1,spotify:track:0tIQwXFOyQjd6K7w7PIBrn,2022 Akiva+Or D. BY PIL LTD,1,0,2,1,2,1,1,1,0,0
Unstoppable,Sia,1,spotify:track:2J2Z1SkXYghSajLibnQHOa,Monkey Puzzle Records/RCA Records,1,0,2,1,2,1,1,1,0,1
Just the Way You Are,Bruno Mars,2,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Elektra (NEK),2,1,1,1,2,1,1,1,0,1
מחרוזת חסידית - מנורה לייב,ששון איפרם שאולוב,2,spotify:track:4TQmgOWfxnPyD4AIbFuBUb,Mobile1 Music,0,3,1,1,2,1,1,1,0,0
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",1,spotify:track:7KA4W4McWYRpgf0fWsJZWB,Columbia,1,1,1,1,2,1,1,1,0,1
אל תעזבי ידיים,"Tyler, The Creator, Kali Uchis",1,spotify:track:7KA4W4McWYRpgf0fWsJZWB,Columbia,1,1,1,1,2,1,1,1,0,0
