Song Name,song Artist,Rank_class,URI,Source,Peak Rank_class,Previous Rank_class,Weeks on Chart_class,Streams_class,next rank_class,Top 10 Count_class,Top 100 Count_class,times popular_class,now popular,language
מה היית משנה בי,Odeya,2,spotify:track:2X0xtXo2To1ZMWVn5OmFZP,Helicon Aroma Music Ltd.,1,2,1,1,2,1,1,1,0,0
דובדבן,Odeya,2,spotify:track:2X0xtXo2To1ZMWVn5OmFZP,Helicon Aroma Music Ltd.,1,2,1,1,2,1,1,1,0,0
הולכת איתך,Odeya,2,spotify:track:2X0xtXo2To1ZMWVn5OmFZP,Helicon Aroma Music Ltd.,1,2,1,1,2,1,1,1,0,0
Flowers,Miley Cyrus,1,spotify:track:7DSAEUvxU8FajXtRloy8M0,Columbia,3,0,2,1,2,1,1,1,0,1
"אני אוהב, אני מכור, אני שרוף",Miley Cyrus,1,spotify:track:7DSAEUvxU8FajXtRloy8M0,Columbia,3,0,2,1,2,1,1,1,0,0
Something Just Like This,"The Chainsmokers, Coldplay",1,spotify:track:6RUKPb4LETWmmr3iAEQktW,Disruptor Records/Columbia,0,0,1,1,2,1,1,1,0,1
לא הכל מן אללה,"The Chainsmokers, Coldplay",1,spotify:track:6RUKPb4LETWmmr3iAEQktW,Disruptor Records/Columbia,0,0,1,1,2,1,1,1,0,0
אלוף העולם,Hanan Ben Ari,1,spotify:track:3Y4G4E7EVomTWTFSFS0Sn5,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,3,1,3,1,2,1,1,1,0,0
באתי אלייך,Eyal Golan,1,spotify:track:0QQZ2e7ejeeo2NbTAHAYAb,NMC United Entertainment Ltd.,0,1,1,1,2,1,1,1,0,0
ואיך שלא,Omer Adam,2,spotify:track:0SMDtYt5HghaTMFc61nCnP,P.A.I LTD,3,1,1,1,1,3,3,3,0,0
Dark Thoughts,Omer Adam,2,spotify:track:0SMDtYt5HghaTMFc61nCnP,P.A.I LTD,3,1,1,1,1,1,1,1,0,1
נועצת מבט,Omer Adam,1,spotify:track:24i0QJz5U8OoXWyIPLXWzF,P.A.I LTD,0,1,1,1,1,1,1,1,0,0
Counting Stars,OneRepublic,1,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,Mosley / Interscope,1,0,3,1,1,1,1,1,0,1
אחרי הנצח,Peer Tasi,1,spotify:track:1Ttz2PpMy1uF6qQJ2TpEoh,Peer Tasi LTD under exclusive license to D-Music,1,1,1,1,1,1,1,1,0,0
בסיבוב,"Tuna, Tzlil Danin",1,spotify:track:5RnhWaP5VD3eJN3J0chPmh,Anana Ltd.,2,0,3,1,1,1,1,1,0,0
Riptide,Vance Joy,1,spotify:track:2uXlHCUbq9OMUwx3hrk06o,Atlantic Records,2,0,3,1,1,1,1,1,0,1
לא להמציא,Vance Joy,1,spotify:track:2uXlHCUbq9OMUwx3hrk06o,Atlantic Records,2,0,3,1,1,1,1,1,0,0
עוד אוהבת אותך,Agam Buhbut,2,spotify:track:15leAeXFh1WX1QOxp1LnOS,2024 Gaga Management by PIL ltd,2,1,1,1,1,1,1,1,0,0
Sultans Of Swing,Dire Straits,1,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,EMI,0,0,1,1,1,1,1,1,0,1
איך אפשר,Jane Bordeaux,0,spotify:track:7o6UDPFWtYrjUZnRvi1dvO,Helicon Music,1,1,3,1,1,1,1,1,0,0
גיבורי על,Hatikva 6,1,spotify:track:6Xg2Ir8Go9giAzRxW4Jaze,Hatikva 6 under exclusive license to D-Music,2,0,1,1,1,1,3,1,0,0
The Scientist,Coldplay,0,spotify:track:75JFxkI2RXiU7L9VXzMkle,Parlophone Records Limited,0,0,1,1,1,1,1,1,0,1
Shape of You,Ed Sheeran,1,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Atlantic Records UK,2,3,1,1,1,1,1,1,0,1
ילדה של אמונה,Odeya,0,spotify:track:2tj4JhaPPpmPp8RNbieT52,Helicon Aroma Music Ltd.,1,2,1,1,1,1,1,1,0,0
Taste,Sabrina Carpenter,0,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Island Records,2,0,1,1,1,1,1,1,0,1
We Are The People,Empire Of The Sun,0,spotify:track:0rhoLQVFCojDGFyl0nsdVZ,EMI Recorded Music Australia Pty Ltd,0,3,1,1,1,1,1,1,0,1
קירות,Itay Levi,1,spotify:track:0ZFQYK9u8C1nGLXXb4y17W,Mobile1 Music,3,0,2,1,1,1,1,1,0,0
Love On The Brain,Rihanna,0,spotify:track:5oO3drDxtziYU2H1X23ZIp,Roc Nation / Rihanna,0,0,1,1,1,1,1,1,0,1
האמת,"Odeya, רואי אדם",2,spotify:track:4ASfFTCr9NGAQKEjMx5BgE,Helicon Aroma Music Ltd.,3,2,1,1,0,1,1,1,0,0
תן לי זמן,"Odeya, רואי אדם",2,spotify:track:4ASfFTCr9NGAQKEjMx5BgE,Helicon Aroma Music Ltd.,3,2,1,1,0,1,1,1,0,0
שיר של יום חולין,"Odeya, רואי אדם",2,spotify:track:4ASfFTCr9NGAQKEjMx5BgE,Helicon Aroma Music Ltd.,3,2,1,1,0,1,1,1,0,0
מה שלא הספקתי לומר,"Elai Botner, Ran Danker, Sivan Talmor",0,spotify:track:1sWQxzPFWCtOBvqww2YFex,NMC United Entertainment Ltd.,1,0,1,1,0,1,1,1,0,0
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",0,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Columbia,2,3,1,1,0,1,1,1,0,1
Africa,TOTO,1,spotify:track:2374M0fQpWi3dLnB54qaLX,Columbia,1,0,1,1,0,1,1,1,0,1
שמש,Hanan Ben Ari,0,spotify:track:5e4PVtYVBu9BpJVhmQhIvS,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,2,1,3,1,0,1,1,1,0,0
הדם שלי,"ששון איפרם שאולוב, Odeya",0,spotify:track:1uNBN0rbqE6dHGA29rnMtx,Mobile1 Music,3,0,1,1,0,1,1,1,0,0
קרן שמש,Benaia Barabi,0,spotify:track:3zhFqDzJZfnc8L5QkGWWG6,B.B Productions Ltd. under exclusive license to D-Music,3,0,2,1,0,1,1,1,0,0
Perfect,Ed Sheeran,0,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Atlantic Records UK,2,3,1,1,0,1,1,1,0,1
לדפוק ת'ראש,"Idan Amedi, רותם סלע, דני קושמרו, אורי גבריאל, אסי ישראלוף",1,spotify:track:3dkItSs4LurpACEg70HDIB,Helicon Aroma Music Ltd. / Snype Production Ltd.,2,2,1,1,0,1,1,1,0,0
אני בוכה,"Idan Amedi, רותם סלע, דני קושמרו, אורי גבריאל, אסי ישראלוף",1,spotify:track:3dkItSs4LurpACEg70HDIB,Helicon Aroma Music Ltd. / Snype Production Ltd.,2,2,1,1,0,1,1,1,0,0
Unwritten,Natasha Bedingfield,0,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Sony Music CG,2,0,1,1,0,1,1,1,0,1
ביחד,Natasha Bedingfield,0,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Sony Music CG,2,0,1,1,0,1,1,1,0,0
שלמים,Natasha Bedingfield,0,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Sony Music CG,2,0,1,1,0,1,1,1,0,0
משנכנס אדר 2023,"ישראל סוסנה ותזמורתו, DJ יהודה מור",2,spotify:track:2tdu3ZAQuS6TF1SCaokpGG,2023 Playlink By PIL LTD,1,3,1,1,3,1,1,1,0,0
CRUSH (with Travis Scott),"ישראל סוסנה ותזמורתו, DJ יהודה מור",2,spotify:track:2tdu3ZAQuS6TF1SCaokpGG,2023 Playlink By PIL LTD,1,3,1,1,3,1,1,1,0,1
GOOD CREDIT (with Kendrick Lamar),"ישראל סוסנה ותזמורתו, DJ יהודה מור",2,spotify:track:2tdu3ZAQuS6TF1SCaokpGG,2023 Playlink By PIL LTD,1,3,1,1,3,1,1,1,0,1
MOJO JOJO,"ישראל סוסנה ותזמורתו, DJ יהודה מור",2,spotify:track:2tdu3ZAQuS6TF1SCaokpGG,2023 Playlink By PIL LTD,1,3,1,1,2,1,1,1,0,1
PHILLY (with Travis Scott),"ישראל סוסנה ותזמורתו, DJ יהודה מור",2,spotify:track:2tdu3ZAQuS6TF1SCaokpGG,2023 Playlink By PIL LTD,1,3,1,1,2,1,1,1,0,1
עדלאידע,"שוקי סלומון, Arik Dvir",1,spotify:track:0pCh1MtPvEBDXx8y6Hbpio,Helicon Music,0,3,1,1,2,1,1,1,0,0
אופוריה,"שוקי סלומון, Arik Dvir",1,spotify:track:0pCh1MtPvEBDXx8y6Hbpio,Helicon Music,0,3,1,1,2,1,1,1,0,0
פינו נואר,Omer Adam,2,spotify:track:0S0lWP18AryHmMcQaHOngD,P.A.I LTD,2,2,1,1,2,1,1,1,0,0
פתאום אהבה,Itay Levi,0,spotify:track:1HH4IitAuYbMnZ4PYb2O5I,Mobile1 Music,2,3,1,1,1,1,1,1,0,0
שני משוגעים,Itay Levi,0,spotify:track:1HH4IitAuYbMnZ4PYb2O5I,Mobile1 Music,2,3,1,1,1,1,1,1,0,0
BACKD00R (feat. Kendrick Lamar & Jhené Aiko),Itay Levi,0,spotify:track:1HH4IitAuYbMnZ4PYb2O5I,Mobile1 Music,2,3,1,1,1,1,1,1,0,1
HUMBLE.,Kendrick Lamar,1,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Aftermath,2,0,1,1,1,1,1,1,0,1
TOXIC (with Skepta),Kendrick Lamar,1,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,Aftermath,2,0,1,1,0,1,1,1,0,1
לילה עיר,Maor Cohen,0,spotify:track:0cnXDZGevuZ5kj2nbVzPyu,NaNa Disc,1,0,2,1,0,1,1,1,0,0
מה את מרגישה,Idan Amedi,2,spotify:track:3HBMPTdsZQNO24vbrgcJKZ,Helicon Aroma Music Ltd. / Snype Production Ltd.,2,2,1,1,0,1,1,1,0,0
עטלף עיוור,Hanan Ben Ari,1,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari under exclusive license to D-Music,3,0,1,1,0,1,1,1,0,0
I'm Good (Blue),Hanan Ben Ari,1,spotify:track:6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari under exclusive license to D-Music,3,0,1,1,0,1,1,1,0,1
סיגפו,Beit Habubot,0,spotify:track:6NMXueYXvUAKmDYISUehwy,Helicon Music,0,0,2,1,0,1,1,1,0,0
ANXIETY (feat. Doechii),"Sleepy Hallow, Doechii",2,spotify:track:3FjK86616FbluOfTxNK2gY,Winners Circle/RCA Records,0,3,1,1,3,1,1,1,0,1
ליצן קטן נחמד,"Sleepy Hallow, Doechii",2,spotify:track:3FjK86616FbluOfTxNK2gY,Winners Circle/RCA Records,0,3,1,1,2,1,1,1,0,0
לתת לחיים לרקוד,Idan Amedi,3,spotify:track:0pwe6ne12KNaNYXyxquuPl,Helicon Aroma Music Ltd. / Snype Production Ltd.,1,2,1,1,2,1,1,1,0,0
ירושלים,מ',2,spotify:track:7xSRAkFFuCp5gAy0sks1PH,Ilay Eliyahu Mataraso under exclusive license to D-Music,1,2,1,1,2,1,1,1,0,0
Revolving door,Tate McRae,1,spotify:track:541sN2qNfIlllGn9nGOQoC,RCA Records Label,0,1,1,1,2,1,1,1,0,1
משנכנס אדר,Tate McRae,1,spotify:track:541sN2qNfIlllGn9nGOQoC,RCA Records Label,0,1,1,1,2,1,1,1,0,0
לאן,Vibe Ish,2,spotify:track:3CA8eNZ0qIeWovaCt226ui,Mobile1 Music,0,1,1,1,2,1,1,1,0,0
אני פה,"Osher Cohen, Odeya",1,spotify:track:60BOR51eeN8A3wYIrElggH,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,3,3,2,1,2,1,1,1,0,0
מחרוזת פורים,"Osher Cohen, Odeya",1,spotify:track:60BOR51eeN8A3wYIrElggH,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,3,3,2,1,1,1,1,1,0,0
חג פורים,"Osher Cohen, Odeya",1,spotify:track:60BOR51eeN8A3wYIrElggH,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,3,3,2,1,1,1,1,1,0,0
היא לא את,"Osher Cohen, Odeya",1,spotify:track:60BOR51eeN8A3wYIrElggH,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,3,3,2,1,1,1,1,1,0,0
Easy On Me,Adele,0,spotify:track:46IZ0fSY2mpAiktS3KOqds,Columbia,3,0,1,1,1,1,1,1,0,1
אני פורים,Adele,0,spotify:track:46IZ0fSY2mpAiktS3KOqds,Columbia,3,0,1,1,1,1,1,1,0,0
חורף בחלון,Peer Tasi,0,spotify:track:4b5dVRUzTCy0ngxobUX2DG,Peer Tasi LTD under exclusive license to D-Music,2,3,1,1,0,1,1,1,0,0
יהיה טוב & מים שקופים,"Omer Adam, Jasmin Moallem",1,spotify:track:44GSjYhBxuuKx0ikN5Dmag,P.A.I LTD / Jasmin Moallem,3,1,1,1,0,2,2,1,0,0
מבת ים ועד הנצח,Omer Adam,0,spotify:track:7fcFn0EdQleBdarD7yLp95,P.A.I LTD,3,1,1,1,0,1,1,1,0,0
זורק תעניבה,Omer Adam,1,spotify:track:0jPy1Rm9G4UjNHLg9WXNDj,P.A.I LTD,0,1,1,1,0,1,1,1,0,0
לבחור נכון,Amir Dadon,0,spotify:track:7n6emXIcaECmkljP1rPlvQ,Helicon Music,2,0,3,1,2,1,1,1,0,0
נגמר,Amir Dadon,0,spotify:track:7n6emXIcaECmkljP1rPlvQ,Helicon Music,2,0,3,1,2,1,1,1,0,0
אהבה חולה,Amir Dadon,0,spotify:track:7n6emXIcaECmkljP1rPlvQ,Helicon Music,2,0,3,1,2,1,1,1,0,0
אוהבת לא אוהבת,Omer Adam,1,spotify:track:10pnfojlZf9nHvKngPHB7k,P.A.I LTD,2,0,1,1,2,1,1,1,0,0
בזמן האחרון,Idan Amedi,0,spotify:track:5mT0kHqW0vMAjLS9dCGkeM,A.M Music Productions LTD,0,3,1,1,2,1,1,1,0,0
אקדח,Omer Adam,1,spotify:track:1O0VUtEP7oVZKAXOMl0QLY,P.A.I LTD,2,3,1,1,2,1,1,1,0,0
הריני,"Ravid Plotnik, Eviatar Banai",0,spotify:track:7JoXEwDsbey37yMghVbIub,NaNa Disc,1,0,1,1,1,1,1,1,0,0
חתולים,"Jimbo J, Ravid Plotnik",1,spotify:track:6aYvWy72gVdkip3Yco9osi,Universal Music Israel Distributed Labels,2,0,1,1,1,1,1,1,0,0
Take Me To Church,Hozier,0,spotify:track:3dYD57lRAUcMHufyqn9GcI,Universal-Island Records Ltd.,2,3,3,1,1,1,1,1,0,1
מחכה,Hozier,0,spotify:track:3dYD57lRAUcMHufyqn9GcI,Universal-Island Records Ltd.,2,3,3,1,1,1,1,1,0,0
אמן על הילדים,Hanan Ben Ari,0,spotify:track:1iqFD52dqVgLGJq74we3RW,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,2,3,3,1,1,1,1,1,0,0
בדיוק כמו שאני,Ravid Plotnik,1,spotify:track:5CkagnykIgnpOEorVEHgCF,NaNa Disc,1,0,1,1,1,1,1,1,0,0
מים שקופים,Ravid Plotnik,1,spotify:track:5CkagnykIgnpOEorVEHgCF,NaNa Disc,1,0,1,1,0,1,1,1,0,0
פלוס אחד,Mergui,0,spotify:track:5KRYlY2elcHmdodMFboaC7,Mobile1 Music,0,1,1,1,0,1,1,1,0,0
Do I Wanna Know?,Arctic Monkeys,0,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Domino Recording Co,0,0,3,1,0,1,1,1,0,1
מאמי זה נגמר,Omer Adam,2,spotify:track:42O0lr6qe2jiacLV9QD9m6,P.A.I LTD,0,3,1,1,0,1,1,1,0,0
38,Omer Adam,2,spotify:track:42O0lr6qe2jiacLV9QD9m6,P.A.I LTD,0,3,1,1,0,1,1,1,0,0
כל הכוכבים,Tuna,2,spotify:track:6xtqda5h0wlcFn3WdI4pb6,NaNa Disc,2,0,2,1,2,1,3,1,0,0
לבד על המיטה,Tuna,2,spotify:track:6xtqda5h0wlcFn3WdI4pb6,NaNa Disc,2,0,2,1,2,1,1,1,0,0
squabble up,Kendrick Lamar,3,spotify:track:0nj9Bq5sHDiTxSHunhgkFb,"pgLang, under exclusive license to Interscope Records",2,2,1,1,2,1,1,1,0,1
Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",2,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,Columbia,0,2,1,1,2,1,1,1,0,1
בחורים טובים,"Tyler, The Creator, Lola Young",2,spotify:track:6jbYpRPTEFl1HFKHk1IC0m,Columbia,0,2,1,1,2,1,1,1,0,0
קריוקי פסנתר בסלון,Odeya,0,spotify:track:2g443q6iQIqoTWiVIAp2jv,Helicon Aroma Music Ltd.,1,1,1,1,2,1,1,1,0,0
Money Trees,"Kendrick Lamar, Jay Rock",2,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,Aftermath,0,1,1,1,1,1,1,1,0,1
פסקול חיי,"Kendrick Lamar, Jay Rock",2,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,Aftermath,0,1,1,1,1,1,1,1,0,0
וואי,"Kendrick Lamar, Jay Rock",2,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,Aftermath,0,1,1,1,1,1,1,1,0,0
CHIHIRO,Billie Eilish,1,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Darkroom/Interscope Records,2,1,1,1,1,1,1,1,0,1
"I Love You, I'm Sorry",Gracie Abrams,1,spotify:track:51rfRCiUSvxXlCSCfIztBy,"Gracie Abrams, under exclusive license to Interscope Records",1,1,1,1,1,1,1,1,0,1
אמונה,Ben Zur,1,spotify:track:60qhM7vig0oDlKzv2k4b56,A List Music LTD under exclusive list to D-Music,0,1,1,1,1,1,1,1,0,0
היום קמתי שמח,Hanan Ben Ari,2,spotify:track:28hmfseWQTUSMuTNuXg4eI,Hanan Ben Ari under exclusive license to D-Music,1,2,1,1,1,1,1,1,0,0
איפה אתה,Hanan Ben Ari,2,spotify:track:28hmfseWQTUSMuTNuXg4eI,Hanan Ben Ari under exclusive license to D-Music,1,2,1,1,0,1,1,1,0,0
יהיה טוב,Jasmin Moallem,1,spotify:track:6nSQvSGrFykSmDIOetK94r,Helicon Music,3,0,1,1,0,2,3,2,0,0
עולם משוגע,Jasmin Moallem,1,spotify:track:6nSQvSGrFykSmDIOetK94r,Helicon Music,3,0,1,1,0,1,1,1,0,0
peekaboo (feat. azchike),"Kendrick Lamar, AZ Chike",2,spotify:track:2Uts1QFB4u2YNIMiqcb4de,"pgLang, under exclusive license to Interscope Records",1,3,1,1,0,1,1,1,0,1
סיפור ישן,"Kendrick Lamar, AZ Chike",2,spotify:track:2Uts1QFB4u2YNIMiqcb4de,"pgLang, under exclusive license to Interscope Records",1,3,1,1,0,1,1,1,0,0
Please Please Please,Sabrina Carpenter,1,spotify:track:2tHwzyyOLoWSFqYNjeVMzj,Island Records,2,0,1,1,2,1,2,1,0,1
לאבא שלי יש סולם,"ותן חלקנו, Amir Benayoun, ששון איפרם שאולוב",2,spotify:track:4wynpm7WtwueimncaeNp6I,2024 Veten Helkenou Project by PIL ltd,2,2,1,1,2,1,1,1,0,0
חיפשתי אותו בנרות,Eden Ben Zaken,0,spotify:track:6YQpTZk61Ku0hyutsVLpPe,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,2,1,1,1,2,1,3,1,0,0
Busy Woman,Eden Ben Zaken,0,spotify:track:6YQpTZk61Ku0hyutsVLpPe,Sarit Productions LTD / Helicon Aroma Music Ltd. under exclusive license to D-Music,2,1,1,1,2,1,1,1,0,1
הפעם זה זה,Eden Hason,0,spotify:track:06kTXsor7NS6I2fGxS1bn6,Mobile1 Music,0,3,1,1,2,1,1,1,0,0
"Good Luck, Babe!",Chappell Roan,2,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan PS/ Island,1,1,1,1,2,1,1,1,0,1
Cry For Me,The Weeknd,2,spotify:track:3AWDeHLc88XogCaCnZQLVI,XO / Republic Records,0,2,1,1,1,1,1,1,0,1
אוויר לנשימה,The Weeknd,2,spotify:track:3AWDeHLc88XogCaCnZQLVI,XO / Republic Records,0,2,1,1,1,1,1,1,0,0
30 For 30 (with Kendrick Lamar),The Weeknd,2,spotify:track:3AWDeHLc88XogCaCnZQLVI,XO / Republic Records,0,2,1,1,0,1,1,1,0,1
יונתן סע הביתה,The Weeknd,2,spotify:track:3AWDeHLc88XogCaCnZQLVI,XO / Republic Records,0,2,1,1,0,1,1,1,0,0
חיכיתי לך - מנורה Live,The Weeknd,2,spotify:track:3AWDeHLc88XogCaCnZQLVI,XO / Republic Records,0,2,1,1,0,1,1,1,0,1
אני לא מפסיק להתרגש ממך,Danny Robas,2,spotify:track:4rQOpu34WFMZFGaoHcO8d0,Anana,1,1,1,1,0,1,1,1,0,0
פחד אלוהים,Kfir Tsafrir,0,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,3,0,1,1,0,3,3,3,0,0
יוצאת מזה,Kfir Tsafrir,0,spotify:track:1jCAwxwhHIrtWzGeF6WfJ7,Tedy Productions / Kfir Tsafrir under exclusive license to D-Music,3,0,1,1,2,1,1,1,0,0
Somewhere Only We Know,Keane,1,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Universal-Island Records Ltd.,0,0,1,1,2,1,1,1,0,1
When I Was Your Man,Bruno Mars,0,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Atlantic Records,2,1,1,1,2,1,1,1,0,1
Born Again (feat. Doja Cat & RAYE),Bruno Mars,0,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Atlantic Records,2,1,1,1,1,1,1,1,0,1
צעדים,Bruno Mars,0,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Atlantic Records,2,1,1,1,1,1,1,1,0,0
כשיגמר לכם הקיץ,ששון איפרם שאולוב,0,spotify:track:318nfosyorMlmjZq1m1Uh4,Mobile1 Music,3,3,1,1,1,1,1,1,0,0
עת הלבנה,"Ravid Plotnik, Michal Lotan",2,spotify:track:3n6kfT0sbKCbHSCmnzTD6w,NaNa Disc,2,2,1,1,1,1,1,1,0,0
São Paulo (feat. Anitta),"The Weeknd, Anitta",2,spotify:track:7DY756WOLyOz2Xnhw4EFiC,XO / Republic Records,0,3,1,1,0,1,1,1,0,1
רבות הדרכים,"The Weeknd, Anitta",2,spotify:track:7DY756WOLyOz2Xnhw4EFiC,XO / Republic Records,0,3,1,1,0,1,1,1,0,0
הכל יהיה,הפיל הכחול - Hapil,0,spotify:track:6SsIHyxHGkKaN9MET0k11l,821837 Records DK,1,1,1,1,0,1,1,1,0,0
La La La,"Naughty Boy, Sam Smith",2,spotify:track:3wPPWcVuinAU7dXcJXtCID,Virgin Records Ltd,0,1,1,1,2,1,1,1,0,1
Beanie,Chezile,0,spotify:track:5e0b9LgOfi3aJSKXFcOWRe,Chezile / 10K Projects,0,1,1,1,2,1,1,1,0,1
יכולה לבד,Odeya,0,spotify:track:3zefogTeUFZqWJeuWz4ftK,Helicon Aroma Music Ltd.,0,3,1,1,2,1,1,1,0,0
Knockin' On Heaven's Door,Odeya,0,spotify:track:3zefogTeUFZqWJeuWz4ftK,Helicon Aroma Music Ltd.,0,3,1,1,2,1,1,1,0,1
לי ולה,"Ravid Plotnik, Avishai Cohen",0,spotify:track:4y4CClBoVYR9rXmeL5oK9c,NaNa Disc,1,3,1,1,1,1,1,1,0,0
אישה מהשמיים,Gilad Segev,2,spotify:track:2ya0JtcbcMT35tsDUTuLQx,Mobile1 Music,1,0,1,1,1,1,1,1,0,0
הכוכבים דולקים על אש קטנה,Gilad Segev,2,spotify:track:2ya0JtcbcMT35tsDUTuLQx,Mobile1 Music,1,0,1,1,1,1,1,1,0,0
שממה,Gilad Segev,2,spotify:track:2ya0JtcbcMT35tsDUTuLQx,Mobile1 Music,1,0,1,1,1,1,1,1,0,0
אסטרולוגים רבנים,Odeya,0,spotify:track:7yK3Xio4KcExOyi28hWpmt,Helicon Aroma Music Ltd.,0,3,1,1,1,1,1,1,0,0
NUEVAYoL,Bad Bunny,1,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Rimas Entertainment LLC.,0,0,1,1,1,1,1,1,0,1
סולמות ונחשים,Omer Adam,1,spotify:track:0c9Sq3RDqb8sd6N9B8yM4v,P.A.I LTD,2,1,1,1,0,1,1,1,0,0
That's What I Like,Bruno Mars,0,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Atlantic Records,3,0,1,1,0,1,1,1,0,1
Breakin' Dishes,Rihanna,0,spotify:track:5EcG8eMMlwkHRVa4aTR1qd,Def Jam Recordings,0,3,1,1,0,1,1,1,0,1
עכשיו טוב,Rihanna,0,spotify:track:5EcG8eMMlwkHRVa4aTR1qd,Def Jam Recordings,0,3,1,1,0,1,1,1,0,0
Grenade,Rihanna,0,spotify:track:5EcG8eMMlwkHRVa4aTR1qd,Def Jam Recordings,0,3,1,1,0,1,1,1,0,1
אין מה לחפש בחוץ,Ravid Plotnik,3,spotify:track:7inwpGKVgS13Igzdz0m4yu,NaNa Disc,2,2,1,1,2,1,1,1,0,0
4X4,Ravid Plotnik,3,spotify:track:7inwpGKVgS13Igzdz0m4yu,NaNa Disc,2,2,1,1,2,1,1,1,0,1
